prj	outbreak1	outbreak2	a	b	jd
LA_IVB_2024	rand.99	rand.12	0	10	0
LA_IVB_2024	rand.99	rand.46	2	8	0.25
LA_IVB_2024	rand.99	rand.11	3	7	0.428571428571429
LA_IVB_2024	rand.99	rand.13	2	8	0.25
LA_IVB_2024	rand.99	rand.79	2	8	0.25
LA_IVB_2024	rand.99	rand.78	2	8	0.25
LA_IVB_2024	rand.99	rand.5	3	7	0.428571428571429
LA_IVB_2024	rand.99	rand.74	0	10	0
LA_IVB_2024	rand.99	rand.20	2	8	0.25
LA_IVB_2024	rand.99	rand.48	1	9	0.111111111111111
LA_IVB_2024	rand.99	rand.49	1	9	0.111111111111111
LA_IVB_2024	rand.99	rand.44	0	10	0
LA_IVB_2024	rand.99	rand.33	1	9	0.111111111111111
LA_IVB_2024	rand.99	rand.31	1	9	0.111111111111111
LA_IVB_2024	rand.99	rand.63	2	8	0.25
LA_IVB_2024	rand.99	rand.61	2	8	0.25
LA_IVB_2024	rand.99	rand.37	3	7	0.428571428571429
LA_IVB_2024	rand.99	rand.62	1	9	0.111111111111111
LA_IVB_2024	rand.99	rand.35	2	8	0.25
LA_IVB_2024	rand.99	rand.96	1	9	0.111111111111111
LA_IVB_2024	rand.99	rand.65	0	10	0
LA_IVB_2024	rand.99	rand.67	2	8	0.25
LA_IVB_2024	rand.99	rand.32	0	10	0
LA_IVB_2024	rand.12	rand.46	0	10	0
LA_IVB_2024	rand.12	rand.11	0	10	0
LA_IVB_2024	rand.12	rand.13	0	10	0
LA_IVB_2024	rand.12	rand.79	2	8	0.25
LA_IVB_2024	rand.12	rand.78	2	8	0.25
LA_IVB_2024	rand.12	rand.5	0	10	0
LA_IVB_2024	rand.12	rand.74	1	9	0.111111111111111
LA_IVB_2024	rand.12	rand.20	1	9	0.111111111111111
LA_IVB_2024	rand.12	rand.48	2	8	0.25
LA_IVB_2024	rand.12	rand.49	1	9	0.111111111111111
LA_IVB_2024	rand.12	rand.44	3	7	0.428571428571429
LA_IVB_2024	rand.12	rand.33	2	8	0.25
LA_IVB_2024	rand.12	rand.31	1	9	0.111111111111111
LA_IVB_2024	rand.12	rand.63	0	10	0
LA_IVB_2024	rand.12	rand.61	0	10	0
LA_IVB_2024	rand.12	rand.37	1	9	0.111111111111111
LA_IVB_2024	rand.12	rand.62	2	8	0.25
LA_IVB_2024	rand.12	rand.35	2	8	0.25
LA_IVB_2024	rand.12	rand.96	1	9	0.111111111111111
LA_IVB_2024	rand.12	rand.65	1	9	0.111111111111111
LA_IVB_2024	rand.12	rand.67	1	9	0.111111111111111
LA_IVB_2024	rand.12	rand.32	2	8	0.25
LA_IVB_2024	rand.46	rand.11	1	9	0.111111111111111
LA_IVB_2024	rand.46	rand.13	3	7	0.428571428571429
LA_IVB_2024	rand.46	rand.79	1	9	0.111111111111111
LA_IVB_2024	rand.46	rand.78	0	10	0
LA_IVB_2024	rand.46	rand.5	2	8	0.25
LA_IVB_2024	rand.46	rand.74	1	9	0.111111111111111
LA_IVB_2024	rand.46	rand.20	1	9	0.111111111111111
LA_IVB_2024	rand.46	rand.48	2	8	0.25
LA_IVB_2024	rand.46	rand.49	1	9	0.111111111111111
LA_IVB_2024	rand.46	rand.44	1	9	0.111111111111111
LA_IVB_2024	rand.46	rand.33	0	10	0
LA_IVB_2024	rand.46	rand.31	2	8	0.25
LA_IVB_2024	rand.46	rand.63	3	7	0.428571428571429
LA_IVB_2024	rand.46	rand.61	1	9	0.111111111111111
LA_IVB_2024	rand.46	rand.37	0	10	0
LA_IVB_2024	rand.46	rand.62	2	8	0.25
LA_IVB_2024	rand.46	rand.35	1	9	0.111111111111111
LA_IVB_2024	rand.46	rand.96	1	9	0.111111111111111
LA_IVB_2024	rand.46	rand.65	1	9	0.111111111111111
LA_IVB_2024	rand.46	rand.67	0	10	0
LA_IVB_2024	rand.46	rand.32	1	9	0.111111111111111
LA_IVB_2024	rand.11	rand.13	2	8	0.25
LA_IVB_2024	rand.11	rand.79	3	7	0.428571428571429
LA_IVB_2024	rand.11	rand.78	1	9	0.111111111111111
LA_IVB_2024	rand.11	rand.5	2	8	0.25
LA_IVB_2024	rand.11	rand.74	1	9	0.111111111111111
LA_IVB_2024	rand.11	rand.20	3	7	0.428571428571429
LA_IVB_2024	rand.11	rand.48	2	8	0.25
LA_IVB_2024	rand.11	rand.49	1	9	0.111111111111111
LA_IVB_2024	rand.11	rand.44	1	9	0.111111111111111
LA_IVB_2024	rand.11	rand.33	1	9	0.111111111111111
LA_IVB_2024	rand.11	rand.31	2	8	0.25
LA_IVB_2024	rand.11	rand.63	1	9	0.111111111111111
LA_IVB_2024	rand.11	rand.61	3	7	0.428571428571429
LA_IVB_2024	rand.11	rand.37	2	8	0.25
LA_IVB_2024	rand.11	rand.62	1	9	0.111111111111111
LA_IVB_2024	rand.11	rand.35	1	9	0.111111111111111
LA_IVB_2024	rand.11	rand.96	0	10	0
LA_IVB_2024	rand.11	rand.65	2	8	0.25
LA_IVB_2024	rand.11	rand.67	2	8	0.25
LA_IVB_2024	rand.11	rand.32	0	10	0
LA_IVB_2024	rand.13	rand.79	2	8	0.25
LA_IVB_2024	rand.13	rand.78	0	10	0
LA_IVB_2024	rand.13	rand.5	2	8	0.25
LA_IVB_2024	rand.13	rand.74	1	9	0.111111111111111
LA_IVB_2024	rand.13	rand.20	1	9	0.111111111111111
LA_IVB_2024	rand.13	rand.48	2	8	0.25
LA_IVB_2024	rand.13	rand.49	0	10	0
LA_IVB_2024	rand.13	rand.44	0	10	0
LA_IVB_2024	rand.13	rand.33	1	9	0.111111111111111
LA_IVB_2024	rand.13	rand.31	2	8	0.25
LA_IVB_2024	rand.13	rand.63	2	8	0.25
LA_IVB_2024	rand.13	rand.61	2	8	0.25
LA_IVB_2024	rand.13	rand.37	1	9	0.111111111111111
LA_IVB_2024	rand.13	rand.62	3	7	0.428571428571429
LA_IVB_2024	rand.13	rand.35	1	9	0.111111111111111
LA_IVB_2024	rand.13	rand.96	1	9	0.111111111111111
LA_IVB_2024	rand.13	rand.65	1	9	0.111111111111111
LA_IVB_2024	rand.13	rand.67	2	8	0.25
LA_IVB_2024	rand.13	rand.32	1	9	0.111111111111111
LA_IVB_2024	rand.79	rand.78	1	9	0.111111111111111
LA_IVB_2024	rand.79	rand.5	2	8	0.25
LA_IVB_2024	rand.79	rand.74	2	8	0.25
LA_IVB_2024	rand.79	rand.20	2	8	0.25
LA_IVB_2024	rand.79	rand.48	2	8	0.25
LA_IVB_2024	rand.79	rand.49	0	10	0
LA_IVB_2024	rand.79	rand.44	2	8	0.25
LA_IVB_2024	rand.79	rand.33	1	9	0.111111111111111
LA_IVB_2024	rand.79	rand.31	1	9	0.111111111111111
LA_IVB_2024	rand.79	rand.63	0	10	0
LA_IVB_2024	rand.79	rand.61	1	9	0.111111111111111
LA_IVB_2024	rand.79	rand.37	2	8	0.25
LA_IVB_2024	rand.79	rand.62	1	9	0.111111111111111
LA_IVB_2024	rand.79	rand.35	1	9	0.111111111111111
LA_IVB_2024	rand.79	rand.96	0	10	0
LA_IVB_2024	rand.79	rand.65	1	9	0.111111111111111
LA_IVB_2024	rand.79	rand.67	3	7	0.428571428571429
LA_IVB_2024	rand.79	rand.32	1	9	0.111111111111111
LA_IVB_2024	rand.78	rand.5	1	9	0.111111111111111
LA_IVB_2024	rand.78	rand.74	1	9	0.111111111111111
LA_IVB_2024	rand.78	rand.20	1	9	0.111111111111111
LA_IVB_2024	rand.78	rand.48	1	9	0.111111111111111
LA_IVB_2024	rand.78	rand.49	1	9	0.111111111111111
LA_IVB_2024	rand.78	rand.44	1	9	0.111111111111111
LA_IVB_2024	rand.78	rand.33	2	8	0.25
LA_IVB_2024	rand.78	rand.31	1	9	0.111111111111111
LA_IVB_2024	rand.78	rand.63	1	9	0.111111111111111
LA_IVB_2024	rand.78	rand.61	2	8	0.25
LA_IVB_2024	rand.78	rand.37	2	8	0.25
LA_IVB_2024	rand.78	rand.62	1	9	0.111111111111111
LA_IVB_2024	rand.78	rand.35	3	7	0.428571428571429
LA_IVB_2024	rand.78	rand.96	2	8	0.25
LA_IVB_2024	rand.78	rand.65	2	8	0.25
LA_IVB_2024	rand.78	rand.67	2	8	0.25
LA_IVB_2024	rand.78	rand.32	1	9	0.111111111111111
LA_IVB_2024	rand.5	rand.74	1	9	0.111111111111111
LA_IVB_2024	rand.5	rand.20	2	8	0.25
LA_IVB_2024	rand.5	rand.48	1	9	0.111111111111111
LA_IVB_2024	rand.5	rand.49	2	8	0.25
LA_IVB_2024	rand.5	rand.44	0	10	0
LA_IVB_2024	rand.5	rand.33	1	9	0.111111111111111
LA_IVB_2024	rand.5	rand.31	1	9	0.111111111111111
LA_IVB_2024	rand.5	rand.63	1	9	0.111111111111111
LA_IVB_2024	rand.5	rand.61	2	8	0.25
LA_IVB_2024	rand.5	rand.37	2	8	0.25
LA_IVB_2024	rand.5	rand.62	1	9	0.111111111111111
LA_IVB_2024	rand.5	rand.35	0	10	0
LA_IVB_2024	rand.5	rand.96	3	7	0.428571428571429
LA_IVB_2024	rand.5	rand.65	0	10	0
LA_IVB_2024	rand.5	rand.67	3	7	0.428571428571429
LA_IVB_2024	rand.5	rand.32	1	9	0.111111111111111
LA_IVB_2024	rand.74	rand.20	0	10	0
LA_IVB_2024	rand.74	rand.48	1	9	0.111111111111111
LA_IVB_2024	rand.74	rand.49	2	8	0.25
LA_IVB_2024	rand.74	rand.44	2	8	0.25
LA_IVB_2024	rand.74	rand.33	2	8	0.25
LA_IVB_2024	rand.74	rand.31	0	10	0
LA_IVB_2024	rand.74	rand.63	2	8	0.25
LA_IVB_2024	rand.74	rand.61	0	10	0
LA_IVB_2024	rand.74	rand.37	1	9	0.111111111111111
LA_IVB_2024	rand.74	rand.62	1	9	0.111111111111111
LA_IVB_2024	rand.74	rand.35	0	10	0
LA_IVB_2024	rand.74	rand.96	1	9	0.111111111111111
LA_IVB_2024	rand.74	rand.65	2	8	0.25
LA_IVB_2024	rand.74	rand.67	3	7	0.428571428571429
LA_IVB_2024	rand.74	rand.32	1	9	0.111111111111111
LA_IVB_2024	rand.20	rand.48	1	9	0.111111111111111
LA_IVB_2024	rand.20	rand.49	1	9	0.111111111111111
LA_IVB_2024	rand.20	rand.44	2	8	0.25
LA_IVB_2024	rand.20	rand.33	0	10	0
LA_IVB_2024	rand.20	rand.31	1	9	0.111111111111111
LA_IVB_2024	rand.20	rand.63	0	10	0
LA_IVB_2024	rand.20	rand.61	3	7	0.428571428571429
LA_IVB_2024	rand.20	rand.37	1	9	0.111111111111111
LA_IVB_2024	rand.20	rand.62	1	9	0.111111111111111
LA_IVB_2024	rand.20	rand.35	1	9	0.111111111111111
LA_IVB_2024	rand.20	rand.96	2	8	0.25
LA_IVB_2024	rand.20	rand.65	2	8	0.25
LA_IVB_2024	rand.20	rand.67	1	9	0.111111111111111
LA_IVB_2024	rand.20	rand.32	2	8	0.25
LA_IVB_2024	rand.48	rand.49	1	9	0.111111111111111
LA_IVB_2024	rand.48	rand.44	0	10	0
LA_IVB_2024	rand.48	rand.33	3	7	0.428571428571429
LA_IVB_2024	rand.48	rand.31	1	9	0.111111111111111
LA_IVB_2024	rand.48	rand.63	1	9	0.111111111111111
LA_IVB_2024	rand.48	rand.61	0	10	0
LA_IVB_2024	rand.48	rand.37	0	10	0
LA_IVB_2024	rand.48	rand.62	2	8	0.25
LA_IVB_2024	rand.48	rand.35	1	9	0.111111111111111
LA_IVB_2024	rand.48	rand.96	0	10	0
LA_IVB_2024	rand.48	rand.65	2	8	0.25
LA_IVB_2024	rand.48	rand.67	1	9	0.111111111111111
LA_IVB_2024	rand.48	rand.32	1	9	0.111111111111111
LA_IVB_2024	rand.49	rand.44	2	8	0.25
LA_IVB_2024	rand.49	rand.33	2	8	0.25
LA_IVB_2024	rand.49	rand.31	1	9	0.111111111111111
LA_IVB_2024	rand.49	rand.63	2	8	0.25
LA_IVB_2024	rand.49	rand.61	1	9	0.111111111111111
LA_IVB_2024	rand.49	rand.37	1	9	0.111111111111111
LA_IVB_2024	rand.49	rand.62	0	10	0
LA_IVB_2024	rand.49	rand.35	0	10	0
LA_IVB_2024	rand.49	rand.96	2	8	0.25
LA_IVB_2024	rand.49	rand.65	2	8	0.25
LA_IVB_2024	rand.49	rand.67	2	8	0.25
LA_IVB_2024	rand.49	rand.32	1	9	0.111111111111111
LA_IVB_2024	rand.44	rand.33	0	10	0
LA_IVB_2024	rand.44	rand.31	2	8	0.25
LA_IVB_2024	rand.44	rand.63	1	9	0.111111111111111
LA_IVB_2024	rand.44	rand.61	1	9	0.111111111111111
LA_IVB_2024	rand.44	rand.37	1	9	0.111111111111111
LA_IVB_2024	rand.44	rand.62	1	9	0.111111111111111
LA_IVB_2024	rand.44	rand.35	1	9	0.111111111111111
LA_IVB_2024	rand.44	rand.96	1	9	0.111111111111111
LA_IVB_2024	rand.44	rand.65	2	8	0.25
LA_IVB_2024	rand.44	rand.67	1	9	0.111111111111111
LA_IVB_2024	rand.44	rand.32	2	8	0.25
LA_IVB_2024	rand.33	rand.31	0	10	0
LA_IVB_2024	rand.33	rand.63	0	10	0
LA_IVB_2024	rand.33	rand.61	0	10	0
LA_IVB_2024	rand.33	rand.37	2	8	0.25
LA_IVB_2024	rand.33	rand.62	2	8	0.25
LA_IVB_2024	rand.33	rand.35	1	9	0.111111111111111
LA_IVB_2024	rand.33	rand.96	1	9	0.111111111111111
LA_IVB_2024	rand.33	rand.65	2	8	0.25
LA_IVB_2024	rand.33	rand.67	2	8	0.25
LA_IVB_2024	rand.33	rand.32	0	10	0
LA_IVB_2024	rand.31	rand.63	2	8	0.25
LA_IVB_2024	rand.31	rand.61	3	7	0.428571428571429
LA_IVB_2024	rand.31	rand.37	2	8	0.25
LA_IVB_2024	rand.31	rand.62	1	9	0.111111111111111
LA_IVB_2024	rand.31	rand.35	2	8	0.25
LA_IVB_2024	rand.31	rand.96	1	9	0.111111111111111
LA_IVB_2024	rand.31	rand.65	1	9	0.111111111111111
LA_IVB_2024	rand.31	rand.67	0	10	0
LA_IVB_2024	rand.31	rand.32	2	8	0.25
LA_IVB_2024	rand.63	rand.61	1	9	0.111111111111111
LA_IVB_2024	rand.63	rand.37	1	9	0.111111111111111
LA_IVB_2024	rand.63	rand.62	1	9	0.111111111111111
LA_IVB_2024	rand.63	rand.35	2	8	0.25
LA_IVB_2024	rand.63	rand.96	1	9	0.111111111111111
LA_IVB_2024	rand.63	rand.65	1	9	0.111111111111111
LA_IVB_2024	rand.63	rand.67	1	9	0.111111111111111
LA_IVB_2024	rand.63	rand.32	2	8	0.25
LA_IVB_2024	rand.61	rand.37	2	8	0.25
LA_IVB_2024	rand.61	rand.62	1	9	0.111111111111111
LA_IVB_2024	rand.61	rand.35	2	8	0.25
LA_IVB_2024	rand.61	rand.96	2	8	0.25
LA_IVB_2024	rand.61	rand.65	2	8	0.25
LA_IVB_2024	rand.61	rand.67	1	9	0.111111111111111
LA_IVB_2024	rand.61	rand.32	1	9	0.111111111111111
LA_IVB_2024	rand.37	rand.62	0	10	0
LA_IVB_2024	rand.37	rand.35	2	8	0.25
LA_IVB_2024	rand.37	rand.96	1	9	0.111111111111111
LA_IVB_2024	rand.37	rand.65	0	10	0
LA_IVB_2024	rand.37	rand.67	2	8	0.25
LA_IVB_2024	rand.37	rand.32	1	9	0.111111111111111
LA_IVB_2024	rand.62	rand.35	2	8	0.25
LA_IVB_2024	rand.62	rand.96	2	8	0.25
LA_IVB_2024	rand.62	rand.65	2	8	0.25
LA_IVB_2024	rand.62	rand.67	1	9	0.111111111111111
LA_IVB_2024	rand.62	rand.32	1	9	0.111111111111111
LA_IVB_2024	rand.35	rand.96	1	9	0.111111111111111
LA_IVB_2024	rand.35	rand.65	2	8	0.25
LA_IVB_2024	rand.35	rand.67	0	10	0
LA_IVB_2024	rand.35	rand.32	2	8	0.25
LA_IVB_2024	rand.96	rand.65	1	9	0.111111111111111
LA_IVB_2024	rand.96	rand.67	2	8	0.25
LA_IVB_2024	rand.96	rand.32	3	7	0.428571428571429
LA_IVB_2024	rand.65	rand.67	1	9	0.111111111111111
LA_IVB_2024	rand.65	rand.32	1	9	0.111111111111111
LA_IVB_2024	rand.67	rand.32	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.28	0	10	0
LA_RHV_2024	rand.40	rand.29	2	8	0.25
LA_RHV_2024	rand.40	rand.24	0	10	0
LA_RHV_2024	rand.40	rand.83	0	10	0
LA_RHV_2024	rand.40	rand.81	0	10	0
LA_RHV_2024	rand.40	rand.82	2	8	0.25
LA_RHV_2024	rand.40	rand.85	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.1	0	10	0
LA_RHV_2024	rand.40	rand.87	0	10	0
LA_RHV_2024	rand.40	rand.70	0	10	0
LA_RHV_2024	rand.40	rand.90	0	10	0
LA_RHV_2024	rand.40	rand.6	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.3	0	10	0
LA_RHV_2024	rand.40	rand.26	0	10	0
LA_RHV_2024	rand.40	rand.53	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.51	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.55	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.57	0	10	0
LA_RHV_2024	rand.40	rand.52	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.7	0	10	0
LA_RHV_2024	rand.40	rand.54	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.59	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.58	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.4	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.10	0	10	0
LA_RHV_2024	rand.40	rand.86	2	8	0.25
LA_RHV_2024	rand.40	rand.56	0	10	0
LA_RHV_2024	rand.40	rand.30	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.21	0	10	0
LA_RHV_2024	rand.40	rand.23	0	10	0
LA_RHV_2024	rand.40	rand.84	0	10	0
LA_RHV_2024	rand.40	rand.60	0	10	0
LA_RHV_2024	rand.40	rand.89	0	10	0
LA_RHV_2024	rand.40	rand.9	0	10	0
LA_RHV_2024	rand.40	rand.88	0	10	0
LA_RHV_2024	rand.40	rand.27	0	10	0
LA_RHV_2024	rand.40	rand.25	0	10	0
LA_RHV_2024	rand.40	rand.22	0	10	0
LA_RHV_2024	rand.40	rand.61	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.63	0	10	0
LA_RHV_2024	rand.40	rand.31	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.33	0	10	0
LA_RHV_2024	rand.40	rand.44	0	10	0
LA_RHV_2024	rand.40	rand.49	0	10	0
LA_RHV_2024	rand.40	rand.20	0	10	0
LA_RHV_2024	rand.40	rand.48	0	10	0
LA_RHV_2024	rand.40	rand.32	0	10	0
LA_RHV_2024	rand.40	rand.67	0	10	0
LA_RHV_2024	rand.40	rand.65	0	10	0
LA_RHV_2024	rand.40	rand.96	0	10	0
LA_RHV_2024	rand.40	rand.35	0	10	0
LA_RHV_2024	rand.40	rand.62	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.37	0	10	0
LA_RHV_2024	rand.40	rand.74	0	10	0
LA_RHV_2024	rand.40	rand.5	0	10	0
LA_RHV_2024	rand.40	rand.78	0	10	0
LA_RHV_2024	rand.40	rand.79	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.12	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.99	0	10	0
LA_RHV_2024	rand.40	rand.98	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.15	0	10	0
LA_RHV_2024	rand.40	rand.8	0	10	0
LA_RHV_2024	rand.40	rand.17	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.94	0	10	0
LA_RHV_2024	rand.40	rand.11	0	10	0
LA_RHV_2024	rand.40	rand.13	0	10	0
LA_RHV_2024	rand.40	rand.46	0	10	0
LA_RHV_2024	rand.40	rand.100	2	8	0.25
LA_RHV_2024	rand.40	rand.76	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.50	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.2	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.91	2	8	0.25
LA_RHV_2024	rand.40	rand.93	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.66	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.92	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.97	0	10	0
LA_RHV_2024	rand.40	rand.14	0	10	0
LA_RHV_2024	rand.40	rand.19	2	8	0.25
LA_RHV_2024	rand.40	rand.36	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.95	0	10	0
LA_RHV_2024	rand.40	rand.18	0	10	0
LA_RHV_2024	rand.40	rand.73	0	10	0
LA_RHV_2024	rand.40	rand.71	0	10	0
LA_RHV_2024	rand.40	rand.75	0	10	0
LA_RHV_2024	rand.40	rand.77	2	8	0.25
LA_RHV_2024	rand.40	rand.72	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.80	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.69	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.68	2	8	0.25
LA_RHV_2024	rand.40	rand.64	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.43	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.41	0	10	0
LA_RHV_2024	rand.40	rand.34	0	10	0
LA_RHV_2024	rand.40	rand.16	0	10	0
LA_RHV_2024	rand.40	rand.39	0	10	0
LA_RHV_2024	rand.40	rand.38	1	9	0.111111111111111
LA_RHV_2024	rand.40	rand.42	0	10	0
LA_RHV_2024	rand.40	rand.45	0	10	0
LA_RHV_2024	rand.40	rand.47	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.29	0	10	0
LA_RHV_2024	rand.28	rand.24	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.83	0	10	0
LA_RHV_2024	rand.28	rand.81	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.82	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.85	0	10	0
LA_RHV_2024	rand.28	rand.1	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.87	0	10	0
LA_RHV_2024	rand.28	rand.70	0	10	0
LA_RHV_2024	rand.28	rand.90	0	10	0
LA_RHV_2024	rand.28	rand.6	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.3	0	10	0
LA_RHV_2024	rand.28	rand.26	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.53	0	10	0
LA_RHV_2024	rand.28	rand.51	0	10	0
LA_RHV_2024	rand.28	rand.55	0	10	0
LA_RHV_2024	rand.28	rand.57	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.52	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.7	0	10	0
LA_RHV_2024	rand.28	rand.54	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.59	0	10	0
LA_RHV_2024	rand.28	rand.58	0	10	0
LA_RHV_2024	rand.28	rand.4	0	10	0
LA_RHV_2024	rand.28	rand.10	0	10	0
LA_RHV_2024	rand.28	rand.86	0	10	0
LA_RHV_2024	rand.28	rand.56	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.30	0	10	0
LA_RHV_2024	rand.28	rand.21	0	10	0
LA_RHV_2024	rand.28	rand.23	0	10	0
LA_RHV_2024	rand.28	rand.84	0	10	0
LA_RHV_2024	rand.28	rand.60	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.89	3	7	0.428571428571429
LA_RHV_2024	rand.28	rand.9	0	10	0
LA_RHV_2024	rand.28	rand.88	0	10	0
LA_RHV_2024	rand.28	rand.27	0	10	0
LA_RHV_2024	rand.28	rand.25	0	10	0
LA_RHV_2024	rand.28	rand.22	0	10	0
LA_RHV_2024	rand.28	rand.61	0	10	0
LA_RHV_2024	rand.28	rand.63	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.31	0	10	0
LA_RHV_2024	rand.28	rand.33	0	10	0
LA_RHV_2024	rand.28	rand.44	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.49	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.20	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.48	0	10	0
LA_RHV_2024	rand.28	rand.32	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.67	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.65	0	10	0
LA_RHV_2024	rand.28	rand.96	0	10	0
LA_RHV_2024	rand.28	rand.35	0	10	0
LA_RHV_2024	rand.28	rand.62	0	10	0
LA_RHV_2024	rand.28	rand.37	0	10	0
LA_RHV_2024	rand.28	rand.74	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.5	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.78	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.79	0	10	0
LA_RHV_2024	rand.28	rand.12	0	10	0
LA_RHV_2024	rand.28	rand.99	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.98	0	10	0
LA_RHV_2024	rand.28	rand.15	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.8	2	8	0.25
LA_RHV_2024	rand.28	rand.17	0	10	0
LA_RHV_2024	rand.28	rand.94	0	10	0
LA_RHV_2024	rand.28	rand.11	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.13	0	10	0
LA_RHV_2024	rand.28	rand.46	2	8	0.25
LA_RHV_2024	rand.28	rand.100	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.76	0	10	0
LA_RHV_2024	rand.28	rand.50	0	10	0
LA_RHV_2024	rand.28	rand.2	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.91	0	10	0
LA_RHV_2024	rand.28	rand.93	0	10	0
LA_RHV_2024	rand.28	rand.66	0	10	0
LA_RHV_2024	rand.28	rand.92	0	10	0
LA_RHV_2024	rand.28	rand.97	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.14	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.19	0	10	0
LA_RHV_2024	rand.28	rand.36	0	10	0
LA_RHV_2024	rand.28	rand.95	0	10	0
LA_RHV_2024	rand.28	rand.18	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.73	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.71	0	10	0
LA_RHV_2024	rand.28	rand.75	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.77	0	10	0
LA_RHV_2024	rand.28	rand.72	0	10	0
LA_RHV_2024	rand.28	rand.80	0	10	0
LA_RHV_2024	rand.28	rand.69	2	8	0.25
LA_RHV_2024	rand.28	rand.68	0	10	0
LA_RHV_2024	rand.28	rand.64	0	10	0
LA_RHV_2024	rand.28	rand.43	0	10	0
LA_RHV_2024	rand.28	rand.41	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.34	0	10	0
LA_RHV_2024	rand.28	rand.16	0	10	0
LA_RHV_2024	rand.28	rand.39	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.38	0	10	0
LA_RHV_2024	rand.28	rand.42	0	10	0
LA_RHV_2024	rand.28	rand.45	1	9	0.111111111111111
LA_RHV_2024	rand.28	rand.47	0	10	0
LA_RHV_2024	rand.29	rand.24	0	10	0
LA_RHV_2024	rand.29	rand.83	1	9	0.111111111111111
LA_RHV_2024	rand.29	rand.81	0	10	0
LA_RHV_2024	rand.29	rand.82	1	9	0.111111111111111
LA_RHV_2024	rand.29	rand.85	0	10	0
LA_RHV_2024	rand.29	rand.1	0	10	0
LA_RHV_2024	rand.29	rand.87	1	9	0.111111111111111
LA_RHV_2024	rand.29	rand.70	0	10	0
LA_RHV_2024	rand.29	rand.90	0	10	0
